Heart Rate,Respiration Rate,BP-Systolic,BP-Diastolic,Pulse Pressure,Oxygen Saturation,Label
79.96714153011233,13.964515808538334,118.48286247666819,59.15542425951675,59.32743821715144,97.0562849033972,0.0
73.61735698828815,15.083501610839042,117.83323592535666,66.56011482450502,51.27312110085164,100.0254049420312,0.0
81.47688538100692,14.207856816864572,105.63480154194508,70.30377274965932,35.331028792285764,97.60362630539537,0.0
90.23029856408026,16.331254140838357,120.79584221763739,76.19735128739754,44.59849093023985,98.18113852943527,0.0
72.65846625276664,19.59153559438574,100.09917324423382,83.19329861285503,16.905874631378794,99.43478121327543,0.0
72.6586304305082,13.686873528576387,108.45815674239671,80.55308754697411,27.9050691954226,97.88207318630212,0.0
90.79212815507391,19.00246149330524,95.00912187102192,65.56540161242012,29.4437202586018,94.36430428334029,0.0
118.62814705441139,27.383657107672263,141.81441293265436,92.80896119169398,58.559963266953375,95.10121563923889,1.0
70.30525614065049,13.457118362509348,112.68450506054704,75.61100470962053,37.07350035092651,100.5098576598301,0.0
80.42560043585965,18.45578385502964,136.66884034816312,72.902343004428,63.76649734373511,94.33776781679911,0.0
70.36582307187538,18.76580913402285,123.02949926519494,72.84563819305365,50.1838610721413,95.91341758867692,0.0
70.34270246429743,18.554229810287964,119.48098213351024,61.218053402765825,58.26292873074441,102.04775923497102,0.0
115.46485645668577,23.74942588395459,130.78421030284403,76.97612936076814,43.35959626630712,95.15726644239552,1.0
55.86719755342202,14.602147065783848,104.53649964312581,71.77648120688582,32.76001843623999,98.00710254654074,0.0
57.75082167486967,18.468965776009963,120.22971573896945,50.2541946004387,69.97552113853075,97.14723318590086,0.0
168.65809185679794,38.70303331568913,172.21350356102738,111.4717119845541,34.159705347191334,90.21236845819625,2.0
64.87168879665576,12.778921461407608,101.60729684514699,64.01856720231144,37.588729642835546,97.61116471538723,0.0
78.14247332595274,17.374953817376326,99.83141583491681,80.4947050661211,19.33671076879571,99.94884547833142,0.0
65.91975924478788,13.855578223025589,105.41296270856417,79.79132803576728,25.621634672796887,97.968644081238,0.0
60.87696298664709,21.383574545176636,133.2096722526623,70.65045565510093,62.559216597561374,99.2205681717861,0.0
89.65648768921554,20.634524387254775,137.13277918011303,83.0043866056123,54.12839257450074,101.53141429701313,0.0
72.74223699513465,17.812292279066703,117.0498914730891,80.94557875939947,36.10431271368964,96.83904363910762,0.0
75.67528204687923,20.08302011430932,116.48942796241289,72.52830823332287,43.961119729090015,98.60574980131689,0.0
60.75251813786544,16.194374050370143,111.63679628170479,71.62592307846641,40.010873203238376,100.00878712187135,0.0
69.55617275474818,18.296312483125046,105.65514651690498,83.77786228531485,21.877284231590124,96.13419273306681,0.0
148.8318860596563,35.477514576154405,170.96912003166415,117.45967832082457,51.89567986081113,77.90263401040114,2.0
63.490064225776976,16.73649604538294,133.73576393897136,83.35757734694513,50.378186592026225,101.74464904925273,0.0
78.75698018345672,15.234438485457149,106.06580914160715,55.88820740517811,50.17760173642904,97.31949923908037,0.0
210.57030936883544,38.52710930747601,206.8215763416088,149.628983812972,38.38373543959828,86.29417182368076,2.0
72.08306250206724,15.750599422835519,110.50133699289832,62.38072730424501,48.1206096886533,97.71772624558045,0.0
68.98293387770603,18.470269553686933,110.79760925135022,74.7936919401059,36.00391731124432,101.59917403463398,0.0
93.52278184508938,18.83690028270289,126.85908255429862,80.71056166676708,46.14852088753155,94.7090642223258,0.0
74.86502775262066,17.51309519715523,101.88038454633877,88.91312116599282,12.967263380345955,98.12991238202056,0.0
64.422890710441,14.37610271511328,119.66469690936306,67.49466617250252,52.17003073686054,95.04229060970822,0.0
83.22544912103189,10.069535293157228,122.28238107305866,70.79436155758414,51.48801951547452,96.59824636743821,0.0
62.791563500289776,14.514354705985795,113.57848826398181,74.2357367433957,39.342751520586106,96.5863624294096,0.0
77.08863595004756,15.086965386838145,123.93067826986773,67.20375118830488,56.72692708156285,97.4660873857323,0.0
96.7823205248138,25.125536146653957,144.79213201106313,89.94703944681676,33.64804057506045,92.47414892151386,1.0
61.71813951101569,17.85566907093377,127.17129921156112,74.43924363707501,52.73205557448611,97.85652088488098,0.0
76.96861235869123,21.95702923304452,99.77794695074147,75.97565618700837,23.802290763733097,98.92093300896235,0.0
82.3846657999541,16.37058760552328,111.5122473899313,79.96138501419327,31.550862375738035,94.93619373475687,0.0
113.48942112442168,27.08939316214436,136.03310245219285,89.0354848142327,39.85556070249292,92.23180369060272,1.0
111.26639369196218,26.37266592824809,116.07127017237579,80.96954851301084,19.818239180693425,99.0720118705149,1.0
113.62264604067272,23.756069488346665,119.99197330283648,88.9894425895028,29.644634570602392,92.43566825094395,1.0
149.2090441389804,23.865707625696597,156.8084011975695,111.49040374228184,38.71345833251925,83.88291517926159,2.0
67.80155791605291,16.360595676238166,124.4820599482335,75.8638471129319,48.618212835301605,95.19906827048042,0.0
70.39361229040213,17.3524370089954,107.93156653685399,82.97550176641437,24.956064770439625,98.45180849074572,0.0
85.57122226218915,16.629058190723466,106.81921012694023,65.60017366182134,41.21903646511889,98.20133207714848,0.0
78.43618289568461,17.372625802014344,123.17485780656192,62.74103198846326,60.433825818098654,96.82511439659824,0.0
57.36959844637266,17.301242828045606,98.82089354209945,75.39399948735739,23.426894054742064,102.38662991377595,0.0
162.38676322762404,30.072571608581566,146.23378897389878,116.85744880865803,25.42995625951552,97.75762434084885,2.0
71.14917719583684,17.91061047518621,111.38407699930653,75.25396219529576,36.13011480401077,97.47123328030055,0.0
68.23077999694041,13.986955463012638,100.52293231921645,77.5632281648776,22.95970415433885,99.74591373185348,0.0
81.11676288840867,12.712482510988126,100.9032070534035,57.85051016857169,43.05269688483182,99.846332342642,0.0
125.10834981307957,17.769938444593574,144.59414325343084,93.12404322874667,40.21554249561149,96.04548004904919,1.0
117.28521746677967,28.400577723370727,163.90305177926288,104.59601721176108,58.11708640276778,83.62990586785398,2.0
